,iid,gender,age,wave,field,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,attr_o,sinc_o,intel_o,fun_o,amb_o,age_o,like_o,match,dec_o,attr,sinc,intel,fun,amb,like,match_es,dec,you_call,them_cal
317,319,M,26.0,12,Curriculum and Teaching/Giftedness,Caucasian,2.0,4.0,Other,7.0,2.0,I am a teacher.,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,,20.0,25.0,20.0,10.0,5.0,25.0,5.0,10.0,15.0,15.0,30.0,35.0,5.0,5.0,15.0,30.0,10.0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0,,,,,,,,,,,4.428571428571429,7.714285714285714,7.538461538461538,6.357142857142857,6.833333333333333,27.428571428571427,5.714285714285714,3,3,7.214285714285714,7.928571428571429,7.357142857142857,7.214285714285714,7.357142857142857,7.214285714285714,2.0,7,2.0,1.0
318,320,M,36.0,12,History,Caucasian,6.0,8.0,Relationship,5.0,5.0,Professor or journalist,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,,20.0,16.0,16.0,16.0,16.0,20.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,,,,,,,,,,,5.5,7.071428571428571,7.642857142857143,5.642857142857143,7.076923076923077,27.428571428571427,5.571428571428571,0,0,6.5,7.428571428571429,7.214285714285714,5.0,5.785714285714286,5.714285714285714,2.0,1,,
319,321,M,29.0,12,Business,Caucasian,3.0,3.0,Fun,5.0,1.0,Finance,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,,30.0,15.0,15.0,20.0,10.0,25.0,15.0,15.0,15.0,15.0,15.0,40.0,10.0,10.0,30.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0,,,,,,,,,,,6.071428571428571,6.571428571428571,7.5,5.846153846153846,6.916666666666667,27.428571428571427,5.857142857142857,0,5,5.0,7.0,6.928571428571429,6.428571428571429,5.857142857142857,5.428571428571429,0.0,0,,
320,322,F,34.0,13,Anthropology,Asian,2.0,1.0,Meet people,2.0,2.0,to get Ph.D and be a professor,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,,2.0,60.0,15.0,8.0,5.0,30.0,30.0,20.0,5.0,5.0,10.0,40.0,30.0,10.0,10.0,0.0,10.0,5.0,9.0,7.0,8.0,7.0,4.0,9.0,7.0,7.0,6.0,,,,,,,,,,,6.444444444444445,6.777777777777778,6.888888888888889,6.111111111111111,6.222222222222222,26.571428571428573,5.666666666666667,2,2,7.777777777777778,,10.0,9.0,8.0,9.0,2.0,4,2.0,1.0
321,323,F,25.0,13,Instructional Tech & Media,Asian,1.0,1.0,Meet people,4.0,3.0,Education,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,,10.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,15.0,15.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,6.0,3.0,7.0,9.0,6.0,6.0,1.0,,,,,,,,,,,7.777777777777778,7.888888888888889,7.333333333333333,5.777777777777778,6.555555555555555,26.571428571428573,6.777777777777778,3,5,6.714285714285714,7.0,7.428571428571429,7.0,6.142857142857143,6.428571428571429,2.0,4,0.0,2.0
322,324,F,23.0,13,School Psychology,Caucasian,8.0,3.0,Fun,4.0,2.0,school psychologist,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,,40.0,10.0,15.0,20.0,10.0,60.0,5.0,5.0,15.0,5.0,10.0,60.0,5.0,5.0,15.0,5.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0,,,,,,,,,,,7.111111111111111,7.333333333333333,7.0,7.666666666666667,6.75,26.571428571428573,7.111111111111111,4,4,2.5555555555555554,7.333333333333333,8.777777777777779,6.777777777777778,6.555555555555555,4.555555555555555,0.0,9,,
323,325,F,30.0,13,School Psychology,Hispanic,2.0,4.0,Meet people,6.0,2.0,School Psychologist,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,,10.0,20.0,20.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,,,,,,,,,,,6.222222222222222,7.777777777777778,7.333333333333333,8.11111111111111,7.0,26.571428571428573,6.888888888888889,3,3,6.444444444444445,6.555555555555555,7.111111111111111,6.555555555555555,6.222222222222222,5.777777777777778,2.0,9,,
324,326,F,36.0,13,Instructional Media and Technology,African American,5.0,5.0,Meet people,6.0,4.0,Educator,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,,15.0,15.0,15.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,25.0,15.0,10.0,25.0,10.0,15.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,,,,,,,,,,,4.888888888888889,8.222222222222221,7.111111111111111,6.666666666666667,6.555555555555555,26.571428571428573,5.0,2,2,7.777777777777778,10.0,8.88888888888889,9.0,8.6,8.0,5.0,9,,
325,327,F,29.0,13,SIPA / MIA,Caucasian,2.0,7.0,Meet people,6.0,3.0,Consulting,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,,15.0,10.0,20.0,20.0,20.0,15.0,10.0,20.0,20.0,20.0,15.0,50.0,10.0,10.0,10.0,0.0,20.0,7.0,7.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0,,,,,,,,,,,8.333333333333334,7.555555555555555,7.888888888888889,8.11111111111111,7.444444444444445,26.571428571428573,7.777777777777778,0,8,7.666666666666667,8.11111111111111,7.888888888888889,8.222222222222221,7.875,7.777777777777778,0.0,0,,
326,328,F,30.0,13,English Education,Caucasian,1.0,1.0,Meet people,3.0,1.0,Teacher,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,,22.0,12.0,30.0,25.0,10.0,30.0,5.0,30.0,5.0,20.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,,,,,,,,,,,7.333333333333333,7.777777777777778,7.555555555555555,7.0,6.888888888888889,26.571428571428573,6.555555555555555,1,5,7.0,7.444444444444445,7.777777777777778,7.777777777777778,7.666666666666667,7.777777777777778,2.0,4,0.0,0.0
327,329,F,29.0,13,art education,Caucasian,1.0,1.0,Other,6.0,2.0,teacher,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,,15.0,22.0,22.0,16.0,15.0,15.0,22.0,22.0,20.0,11.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,2.0,6.0,,,,,,,,,,,5.0,6.888888888888889,6.777777777777778,4.777777777777778,5.875,26.571428571428573,5.222222222222222,0,3,6.222222222222222,6.333333333333333,7.777777777777778,6.111111111111111,7.375,6.222222222222222,1.0,2,,
328,330,F,22.0,13,MA in Quantitative Methods,Asian,3.0,3.0,Fun,7.0,3.0,not sure yet :),8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,,15.0,25.0,15.0,20.0,10.0,25.0,10.0,10.0,25.0,10.0,20.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,7.555555555555555,7.222222222222222,7.888888888888889,7.444444444444445,7.333333333333333,26.571428571428573,6.444444444444445,1,5,5.444444444444445,8.222222222222221,7.777777777777778,5.777777777777778,7.222222222222222,5.722222222222222,2.0,2,,
329,331,F,34.0,13,Early Childhood Education,Caucasian,1.0,1.0,Fun,6.0,3.0,Early Childhood Ed. - College/univ. faculity,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,,15.0,15.0,10.0,25.0,10.0,20.0,10.0,10.0,30.0,10.0,20.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,7.0,9.0,4.0,7.0,7.0,7.0,9.0,7.0,,,,,,,,,,,4.444444444444445,6.777777777777778,6.0,4.666666666666667,5.666666666666667,26.571428571428573,4.444444444444445,0,1,6.777777777777778,7.444444444444445,6.888888888888889,5.666666666666667,5.777777777777778,5.666666666666667,2.0,5,0.0,0.0
330,332,M,30.0,13,anthropology,Asian,1.0,1.0,Get a date,7.0,4.0,medical examiner or researcher,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,,60.0,10.0,10.0,10.0,5.0,50.0,10.0,5.0,20.0,5.0,10.0,50.0,5.0,5.0,30.0,5.0,5.0,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0,,,,,,,,,,,5.1,8.444444444444445,8.3,7.1,6.5,29.2,6.3,2,4,7.0,8.8,8.6,7.9,7.6,7.1,3.0,4,21.0,1.0
331,333,M,23.0,13,MBA,Caucasian,5.0,3.0,Fun,3.0,1.0,Investment Banking,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,,50.0,5.0,15.0,20.0,10.0,35.0,15.0,10.0,20.0,5.0,15.0,20.0,15.0,10.0,20.0,20.0,15.0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0,,,,,,,,,,,7.8,7.666666666666667,7.9,8.1,6.428571428571429,29.2,8.15,2,8,5.9,7.1,6.3,6.3,6.1,6.9,2.0,3,0.0,0.0
332,334,M,29.0,13,MBA,Asian,1.0,1.0,Fun,5.0,3.0,Healthcare,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,,40.0,10.0,15.0,10.0,10.0,25.0,10.0,15.0,25.0,10.0,15.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,7.3,7.222222222222222,7.9,8.0,6.777777777777778,29.2,7.3,0,5,6.9,7.6,7.2,6.8,6.3,6.8,1.0,3,,
333,335,M,24.0,13,Psychology,Caucasian,1.0,8.0,Fun,3.0,3.0,research,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,,20.0,10.0,20.0,20.0,15.0,30.0,5.0,10.0,30.0,15.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0,,,,,,,,,,,6.222222222222222,7.75,8.666666666666666,6.333333333333333,8.125,29.2,6.111111111111111,1,6,5.5,6.9,6.0,5.6,5.375,5.5,1.0,4,,
334,336,M,25.0,13,Architecture,Hispanic,1.0,5.0,Fun,5.0,2.0,Architecture and design,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,,20.0,15.0,30.0,10.0,15.0,30.0,15.0,20.0,10.0,15.0,10.0,30.0,15.0,20.0,10.0,15.0,10.0,5.0,9.0,7.0,7.0,9.0,4.0,6.0,6.0,5.0,10.0,,,,,,,,,,,6.1,7.777777777777778,8.0,7.4,6.5,29.2,6.7,1,4,5.2,6.0,6.6,5.7,6.9,3.5,0.0,2,0.0,0.0
335,337,M,28.0,13,Urban Planning,Caucasian,1.0,1.0,Fun,5.0,3.0,Civil Engineer,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,,17.0,17.0,17.0,17.0,16.0,20.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,16.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,5.9,8.333333333333334,8.2,7.2,6.666666666666667,29.2,6.5,3,4,8.6,8.5,8.4,7.4,7.1,7.0,5.0,8,,
336,338,M,27.0,13,Urban Planning,Other,1.0,1.0,Fun,4.0,2.0,Real Estate Consulting,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,,10.0,20.0,25.0,20.0,20.0,25.0,5.0,20.0,25.0,10.0,15.0,25.0,10.0,20.0,25.0,10.0,10.0,7.0,9.0,9.0,7.0,10.0,7.0,9.0,9.0,7.0,9.0,,,,,,,,,,,4.8,7.555555555555555,8.0,5.8,7.375,29.2,5.2,2,3,6.2,6.8,7.2,6.4,7.0,6.1,4.0,7,,
337,339,M,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.333333333333333,7.7,7.8,7.3,29.2,7.2,4,7,6.9,8.0,7.4,7.1,6.8,7.1,3.0,5,,
338,340,M,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.777777777777778,6.375,7.777777777777778,6.888888888888889,7.142857142857143,29.2,6.777777777777778,1,7,6.4,7.1,6.9,6.5,6.3,5.7,1.0,2,,
339,341,F,23.0,14,Political Science,Asian,3.0,10.0,Fun,6.0,1.0,undecided,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,,20.0,20.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,7.0625,7.625,7.4375,7.1875,6.5625,27.5,6.9375,3,7,6.4375,7.625,8.0,7.3125,7.875,6.1875,10.0,5,,
340,342,F,33.0,14,Ed.D. in higher education policy at TC,Hispanic,2.0,1.0,Fun,6.0,3.0,University President,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,,40.0,15.0,25.0,5.0,15.0,55.0,10.0,5.0,15.0,5.0,10.0,70.0,5.0,5.0,15.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,5.9375,6.75,6.75,6.1875,6.4375,27.5,6.0,1,3,5.882352941176471,6.117647058823529,6.6875,5.647058823529412,6.571428571428571,5.9411764705882355,6.0,9,,
341,343,F,32.0,14,Epidemiology,Caucasian,5.0,6.0,Get a date,2.0,1.0,Epidemiologist,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,,5.0,25.0,20.0,10.0,15.0,15.0,20.0,15.0,15.0,15.0,20.0,30.0,15.0,7.0,20.0,8.0,20.0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0,,,,,,,,,,,5.25,7.75,7.8125,5.8125,7.25,27.5,5.5625,2,3,6.5625,6.875,7.0625,6.4,7.222222222222222,6.375,2.0,10,0.0,2.0
342,344,F,26.0,14,International Security Policy - SIPA,Hispanic,1.0,3.0,Get a date,4.0,3.0,Security Policy - Homeland Defense,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,,15.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,,,,,,,,,,,6.888888888888889,7.277777777777778,7.555555555555555,7.166666666666667,7.444444444444445,27.5,6.694444444444445,4,7,6.9375,7.125,7.4375,7.5,7.4375,7.1875,9.0,11,,
343,345,F,24.0,14,Nutrition,Caucasian,7.0,6.0,Meet people,7.0,4.0,Nutritionist,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,,10.0,20.0,27.0,23.0,15.0,50.0,0.0,5.0,20.0,5.0,20.0,35.0,10.0,10.0,25.0,10.0,10.0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0,,,,,,,,,,,6.0,7.625,7.5625,7.0,6.625,27.5,6.25,4,6,7.411764705882353,9.235294117647058,8.882352941176471,7.352941176470588,8.352941176470589,6.764705882352941,2.0,9,0.0,1.0
344,346,F,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.277777777777779,7.888888888888889,7.888888888888889,7.444444444444445,7.555555555555555,27.5,7.944444444444445,6,14,7.176470588235294,8.058823529411764,8.352941176470589,7.588235294117647,7.411764705882353,7.352941176470588,5.0,7,,
345,347,F,26.0,14,EDUCATION,African American,1.0,1.0,Say I did it,6.0,1.0,GOVERNOR,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,,30.0,5.0,10.0,20.0,30.0,30.0,5.0,10.0,20.0,30.0,5.0,30.0,5.0,10.0,20.0,30.0,5.0,8.0,6.0,10.0,10.0,10.0,10.0,2.0,10.0,8.0,9.0,,,,,,,,,,,3.2,6.466666666666667,5.866666666666666,4.2,4.6,27.5,3.8,0,1,7.066666666666666,7.571428571428571,7.714285714285714,6.642857142857143,6.357142857142857,6.466666666666667,2.0,12,,
346,348,F,21.0,14,EDUCATION,Asian,3.0,3.0,Meet people,6.0,1.0,EDUCATION ADMINISTRATION,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,,15.0,25.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0,,,,,,,,,,,4.705882352941177,7.470588235294118,7.176470588235294,6.588235294117647,6.294117647058823,27.5,5.852941176470588,1,1,8.166666666666666,8.555555555555555,8.944444444444445,8.0,8.333333333333334,5.277777777777778,3.0,18,,
347,349,F,33.0,14,Organizational Psychology,Caucasian,1.0,7.0,Fun,4.0,2.0,Director of Training and Development,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,,25.0,20.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,25.0,10.0,50.0,5.0,20.0,30.0,5.0,0.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,,,,,,,,,,,8.176470588235293,8.117647058823529,7.529411764705882,7.705882352941177,7.352941176470588,27.5,7.382352941176471,8,12,5.705882352941177,7.176470588235294,7.176470588235294,6.176470588235294,7.0625,6.764705882352941,5.0,10,0.0,3.0
348,350,F,31.0,14,Applied Physiology & Nutrition,Caucasian,9.0,5.0,Meet people,7.0,3.0,Private practice Dietician,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,,12.0,25.0,25.0,8.0,15.0,15.0,15.0,15.0,15.0,25.0,15.0,30.0,5.0,10.0,25.0,5.0,25.0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0,,,,,,,,,,,7.666666666666667,7.777777777777778,7.611111111111111,7.277777777777778,7.111111111111111,27.5,7.083333333333333,3,13,6.055555555555555,7.277777777777778,7.333333333333333,6.222222222222222,6.722222222222222,5.833333333333333,2.0,5,,
349,351,F,35.0,14,music education,Asian,1.0,3.0,Meet people,5.0,4.0,music educator. performer,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,,15.0,15.0,30.0,15.0,15.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,6.882352941176471,7.411764705882353,7.0588235294117645,5.529411764705882,6.117647058823529,27.5,5.882352941176471,5,6,6.882352941176471,7.0588235294117645,7.117647058823529,6.823529411764706,7.0588235294117645,6.9411764705882355,,13,,
350,352,F,29.0,14,Music Education,Other,6.0,6.0,Meet people,4.0,3.0,Artist,8.0,5.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,5.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,10.0,15.0,15.0,20.0,20.0,15.0,10.0,15.0,20.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,,,,,,,,,,,5.888888888888889,7.944444444444445,7.0,5.277777777777778,5.5,27.5,5.277777777777778,3,4,7.388888888888889,7.222222222222222,7.5,7.222222222222222,6.555555555555555,7.666666666666667,5.0,13,,
351,353,F,25.0,14,music education,Asian,7.0,7.0,Fun,2.0,1.0,teacher,3.0,4.0,5.0,8.0,9.0,9.0,8.0,8.0,5.0,6.0,4.0,9.0,9.0,8.0,9.0,8.0,5.0,,15.0,10.0,25.0,25.0,10.0,15.0,10.0,25.0,25.0,10.0,15.0,18.0,18.0,19.0,19.0,18.0,18.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,4.9375,7.8125,6.75,4.8125,5.3125,27.5,4.4375,1,1,5.875,6.625,7.125,6.0,6.1875,6.0625,5.0,12,,
352,354,F,22.0,14,Clinical Psychology,Caucasian,9.0,8.0,Fun,6.0,1.0,Clinical Psychology,10.0,10.0,10.0,10.0,8.0,8.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,,20.0,10.0,20.0,20.0,20.0,25.0,5.0,20.0,15.0,17.0,18.0,40.0,5.0,10.0,25.0,15.0,15.0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0,,,,,,,,,,,6.833333333333333,7.166666666666667,7.0,7.833333333333333,7.166666666666667,27.5,6.983333333333333,8,9,5.470588235294118,9.294117647058824,8.058823529411764,7.529411764705882,7.1875,6.705882352941177,12.0,12,1.0,4.0
353,355,F,24.0,14,Clinical Psychology,Caucasian,10.0,2.0,Fun,4.0,3.0,Clinical Psychologist,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,,50.0,20.0,10.0,5.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0,60.0,10.0,5.0,20.0,5.0,0.0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,,,,,,,,,,,7.235294117647059,7.411764705882353,6.764705882352941,7.0588235294117645,6.705882352941177,27.5,6.705882352941177,1,11,6.8,7.4,7.6,7.6,7.4,5.666666666666667,2.0,3,,
354,356,F,27.0,14,Counseling Psychology,Caucasian,2.0,4.0,Fun,7.0,2.0,Psychologist,10.0,9.0,8.0,10.0,8.0,5.0,7.0,1.0,5.0,8.0,9.0,8.0,9.0,7.0,10.0,5.0,6.0,,15.0,25.0,20.0,20.0,0.0,30.0,10.0,15.0,15.0,30.0,0.0,50.0,0.0,20.0,25.0,0.0,5.0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0,,,,,,,,,,,7.98888888888889,7.666666666666667,7.888888888888889,5.555555555555555,6.888888888888889,27.5,6.888888888888889,1,4,5.444444444444445,7.0,6.888888888888889,5.777777777777778,6.666666666666667,6.0,1.0,1,,
355,357,F,27.0,14,education,Asian,10.0,10.0,Fun,4.0,2.0,education,2.0,6.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,10.0,6.0,10.0,8.0,7.0,7.0,8.0,1.0,,15.0,20.0,20.0,20.0,20.0,15.0,20.0,15.0,20.0,10.0,20.0,60.0,0.0,5.0,20.0,0.0,15.0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,7.588235294117647,7.9411764705882355,7.9411764705882355,6.9411764705882355,6.882352941176471,27.5,7.117647058823529,3,11,5.0588235294117645,7.176470588235294,7.294117647058823,5.294117647058823,6.0,4.705882352941177,1.0,3,0.0,2.0
356,358,F,26.0,14,MBA,Asian,1.0,1.0,Fun,5.0,3.0,Marketing or Strategy and Business Development,6.0,2.0,7.0,10.0,4.0,5.0,2.0,4.0,9.0,9.0,6.0,5.0,8.0,4.0,5.0,7.0,3.0,,20.0,10.0,25.0,25.0,10.0,30.0,5.0,25.0,10.0,25.0,5.0,40.0,5.0,10.0,10.0,5.0,30.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,,,,,,,,,,,7.411764705882353,7.588235294117647,8.411764705882353,6.588235294117647,8.529411764705882,27.5,6.764705882352941,2,10,7.117647058823529,7.529411764705882,7.588235294117647,7.235294117647059,7.352941176470588,7.0588235294117645,2.0,3,,
357,359,F,26.0,14,Communications in Education,Caucasian,1.0,5.0,Meet people,6.0,3.0,reorganizing society. no. I am not being flip.,2.0,1.0,1.0,7.0,2.0,2.0,6.0,8.0,1.0,10.0,3.0,7.0,8.0,8.0,8.0,1.0,4.0,,9.0,17.0,23.0,15.0,14.0,25.0,13.0,10.0,13.0,25.0,14.0,25.0,7.0,8.0,25.0,10.0,25.0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0,,,,,,,,,,,6.21875,6.8125,7.46875,5.3125,6.625,27.5,5.34375,3,5,6.6875,6.4375,6.818181818181818,6.090909090909091,5.333333333333333,4.5625,2.0,6,1.0,1.0
